n,x0_index,method,h,iterations,grad_norm,converged,time_sec,history
1000,2,TN (Exact),,22,1.98445221194952e-06,True,0.03563620802015066,"[14233.068118438745, 9769.53873498147, 5046.727481258488, 1540.5929109710046, 664.039689263597, 260.10258566428473, 274.63919615699155, 297.12091995008996, 129.86360342096992, 152.78125623005852, 67.16429021618922, 30.882058312339627, 14.319028733772837, 4.750197831901927, 2.3103415641777807, 0.9912180883633456, 0.4782649613724646, 0.20909668110576382, 0.09427579418051932, 0.021970656691989596, 0.0030008021715098483, 0.00016395259529503468, 1.98445221194952e-06]"
1000,2,MN (FD),0.0001,19,3.3326281098874043e-07,True,0.16448933305218816,"[14233.068118438745, 14212.001232550967, 14052.638251414706, 8872.157803916594, 2743.496882649112, 1656.0154292948455, 1643.1978489876972, 1056.3729772567665, 1055.7186685675633, 407.6944459280633, 452.6329786719019, 247.78384805362543, 235.01161521597277, 187.85663093292308, 18.045133191092226, 16.556606799402466, 5.401645763636166, 1.7806035567697953, 0.0375256445040135, 3.3326281098874043e-07]"
1000,2,TN (FD),0.0001,22,1.2456881576871624e-06,True,0.04983900021761656,"[14233.068118438745, 9769.538759438068, 5046.727536472507, 1540.592916378969, 664.0396869295079, 260.10258668314, 274.6392326155156, 297.12094851371756, 129.86360489430743, 152.78138202312044, 67.1643594209347, 30.882132029121276, 14.319065630343966, 4.750210327333509, 2.310350561983094, 0.9912186496339672, 0.47826397071186466, 0.2090954494206615, 0.09427802048678863, 0.0219706518007546, 0.002892359321296672, 0.00012301829485343978, 1.2456881576871624e-06]"
1000,2,MN (FD),1e-08,17,1.4950438070018334e-07,True,0.1419793339446187,"[14233.068118438745, 14212.001233069695, 14052.650948816445, 8857.062791019514, 2735.054844489061, 1633.1707704121839, 1051.0823651108792, 1051.1372852898, 1047.563798558658, 483.35601898601044, 151.84711034954697, 58.19383189211688, 52.026914034757844, 45.394325836210626, 6.52307485432892, 0.5830450827101324, 0.0014433783468877101, 1.4950438070018334e-07]"
1000,2,TN (FD),1e-08,22,1.2451850150040644e-06,True,0.05721804080531001,"[14233.068118438745, 9769.538731991415, 5046.727439515872, 1540.592906450091, 664.0396900619468, 260.10258490676574, 274.63929488063485, 297.1210012663115, 129.86365105968028, 152.78062381281754, 67.16358509153588, 30.881559768822182, 14.318725586266735, 4.75010764451152, 2.3102851338429184, 0.9912165121975097, 0.4782675464837725, 0.20910334710228923, 0.09429265135465559, 0.02197068148755101, 0.002892413675745975, 0.00012354645124575331, 1.2451850150040644e-06]"
1000,2,MN (FD),1e-12,13,922.1258487520582,False,0.10155966691672802,"[14233.068118438745, 14211.999471053961, 14061.097406297811, 9057.116819038645, 3130.1406026283044, 1926.2395923466295, 1804.6026504297586, 1503.368570494436, 1456.2003962681395, 1069.3676431460015, 848.9238461168206, 861.5926328763027, 1029.7902827631092, 922.1258487520582]"
1000,2,TN (FD),1e-12,23,3.0571694891181705e-07,True,0.08211162500083447,"[14233.068118438745, 9769.200857195096, 5046.386390044945, 1540.6539803396715, 664.0788596209948, 260.1084652349598, 274.7845506887538, 296.98070405196586, 129.49841013019204, 157.7867838053108, 72.19448115995446, 35.01546527102062, 16.651702384352294, 8.24819416276157, 4.069076829889089, 1.810881200864887, 0.8896797170916513, 0.3980372812377545, 0.19250875952116342, 0.07473176238009398, 0.015638560866160722, 0.0016520750169169477, 5.113332096480583e-05, 3.0571694891181705e-07]"
1000,3,MN (Exact),,17,6.68526578729867e-08,True,0.177734375,"[14446.791158100497, 14416.419023962959, 10878.913705041838, 6233.134913204998, 3722.119600929896, 763.2621736957622, 339.86896852750766, 326.06230822100133, 197.68708383386297, 76.7255452155119, 67.37152711446444, 64.9906114336056, 7.696894575587561, 5.33780231223975, 3.1269837677259136, 0.4975069466194062, 0.0020753746176350226, 6.68526578729867e-08]"
1000,3,TN (Exact),,23,2.1784254784350503e-07,True,0.059261207934468985,"[14446.791158100497, 12235.114223400953, 11760.28779966404, 8965.442350090289, 2840.4677153142165, 714.1656433770124, 278.94898667149903, 135.6923305307519, 67.41980080055991, 93.6314531950271, 123.78969778147271, 43.84583994875648, 19.574371642653823, 8.572834985479359, 3.8615629951010826, 1.7539022186990567, 0.61422486506681, 0.30410104780658, 0.14991118781775517, 0.056891499702423964, 0.013384491866133857, 0.001353762968230366, 3.782904572004689e-05, 2.1784254784350503e-07]"
1000,3,MN (FD),0.0001,17,4.4434048105359134e-08,True,0.15573204215615988,"[14446.791158100497, 14416.41902363918, 10878.915154509727, 6232.6467798783615, 3752.13324062805, 3762.397259826434, 776.7290572736956, 351.21391176430444, 345.99000130763125, 331.7429447965047, 256.0054305601924, 33.75643186281483, 28.982564455192566, 3.8238113707551973, 1.522914191804662, 0.3467769428760058, 0.002841586300697124, 4.4434048105359134e-08]"
1000,3,TN (FD),0.0001,23,2.1892824610965197e-07,True,0.058350167237222195,"[14446.791158100497, 12235.114245740195, 11760.287914952525, 8965.442831301658, 2840.468245826317, 714.1656746410343, 278.9489672381365, 135.69233115663098, 67.4198004655829, 93.63198282552904, 123.75500114163684, 43.836361976007524, 19.566036595983828, 8.576504191871388, 3.859792373673887, 1.7529061713909042, 0.6139819977544947, 0.3044873997238479, 0.14996632181432035, 0.05701133367078564, 0.01339065043501321, 0.0013488582990054067, 3.7738614910781314e-05, 2.1892824610965197e-07]"
1000,3,MN (FD),1e-08,15,6.448618005215219e-07,True,0.1259586662054062,"[14446.791158100497, 14416.41829658997, 10878.979963703754, 6262.922408768771, 6270.608706059715, 6258.798365815149, 6254.33695744156, 1754.59528757008, 1636.8995001929752, 758.5398570155195, 379.8786168426147, 210.9498270538624, 28.228948166396442, 3.1197243911552075, 0.0006330219822083308, 6.448618005215219e-07]"
1000,3,TN (FD),1e-08,23,2.1613401219270236e-07,True,0.08547204080969095,"[14446.791158100497, 12235.114197640829, 11760.287685508065, 8965.441934746561, 2840.46721769123, 714.1656158541178, 278.9490050804639, 135.69232645771535, 67.41980324072287, 93.63031071589222, 123.86651634591759, 43.86574121308559, 19.593489216971182, 8.565172444755856, 3.8653766000230894, 1.7560494605677306, 0.6148091218878169, 0.30328069167220106, 0.14979522149996102, 0.056651240984532746, 0.013368189144744058, 0.0013636394069750303, 3.7989799346257464e-05, 2.1613401219270236e-07]"
1000,3,MN (FD),1e-12,15,755.1344963501008,False,0.12248595897108316,"[14446.791158100497, 14388.371235866298, 9374.597385091683, 3482.308204647641, 2178.0391661079693, 2178.2820958333614, 1469.1532957687643, 1469.1975479698142, 1120.6264891339824, 493.67833315189205, 414.56627510613123, 387.9780983682433, 417.6798683889378, 405.03675335923907, 403.39701648754334, 755.1344963501008]"
1000,3,TN (FD),1e-12,22,1.8555498249055089e-06,True,0.07164587499573827,"[14446.791158100497, 12235.083768242273, 11759.871736045267, 8963.024279279507, 2838.1804522613893, 714.0595528715447, 279.0124932756002, 135.72705518469002, 67.41105268336575, 97.78978883403867, 112.39955996965159, 49.48181777589565, 17.950004458603686, 8.152051066650516, 2.9996634870553582, 1.008263515649632, 0.4851887101579675, 0.23012720384944796, 0.08884948869383846, 0.02191909724333357, 0.003239877876673153, 0.00015943777760394978, 1.8555498249055089e-06]"
1000,4,MN (Exact),,18,2.001786785842064e-07,True,0.1532517089508474,"[13927.256647358696, 13918.736627441845, 13841.041624435595, 13841.31723927529, 7748.664569782507, 5524.2436634583155, 2951.2562501259313, 2968.570608029148, 2941.120909622508, 2891.509014534678, 889.8062299810761, 428.946718254766, 347.42194557263065, 160.13993339847883, 12.417937462331967, 8.441267811969738, 4.153368155527236, 0.030172270118869183, 2.001786785842064e-07]"
1000,4,TN (Exact),,21,3.7759395584175025e-07,True,0.054749458096921444,"[13927.256647358696, 10604.050817423751, 6526.940140146889, 1712.1554883657711, 633.0982784339647, 305.2899537680616, 142.0534551334388, 66.1055283170442, 30.928355427718145, 11.687939829463897, 6.1181116411525975, 13.3315544348586, 6.120229831232397, 2.9460219977407984, 1.3817710062118547, 0.38389044562428054, 0.18478837853004842, 0.0720236790110914, 0.014829552167629104, 0.0017198264433014134, 5.546443838910019e-05, 3.7759395584175025e-07]"
1000,4,MN (FD),0.0001,22,1.5857513714171618e-07,True,0.23941220808774233,"[13927.256647358696, 13918.736627444649, 13841.041715852974, 13841.665598117195, 7748.843523425534, 5494.2654957641935, 2937.010375527125, 2952.332456114852, 2921.917991926415, 2909.185099901623, 965.0559385121553, 415.7010394259841, 403.5362149201441, 379.342242078798, 160.84347036548712, 92.78769127514899, 19.98828343051547, 24.581891541893896, 21.37468932976917, 11.672727134838638, 0.9500170694288386, 0.00042076302240121353, 1.5857513714171618e-07]"
1000,4,TN (FD),0.0001,21,3.7604357820997955e-07,True,0.07490637479349971,"[13927.256647358696, 10604.05084268521, 6526.94021921717, 1712.1555145051786, 633.0982794855611, 305.2899489327913, 142.05345623479198, 66.10552817973597, 30.92835534880785, 11.687939883979556, 6.092964396367092, 13.173445621262097, 6.082780581973169, 2.932519249985028, 1.3745145514270223, 0.39356084722966056, 0.19105725274816163, 0.07280453530928051, 0.014905107743121745, 0.0017050517037095882, 5.52578988307369e-05, 3.7604357820997955e-07]"
1000,4,MN (FD),1e-08,18,1.9150672409729023e-07,True,0.19346370780840516,"[13927.256647358696, 13918.736627329532, 13841.040860257526, 13838.480466580984, 7744.474209657507, 5490.523357297854, 2949.369246392077, 2923.4816091768425, 2913.1214906847267, 2912.9181984424745, 1120.3402223244561, 597.1627940973967, 501.22337699587587, 128.03429568797193, 123.54296093340268, 49.79828267918149, 0.4839843632928229, 0.00012063597493114685, 1.9150672409729023e-07]"
1000,4,TN (FD),1e-08,21,3.840037350413003e-07,True,0.07500437507405877,"[13927.256647358696, 10604.050774190695, 6526.940032215206, 1712.1554514525556, 633.0982861730917, 305.2899633501725, 142.05345511828122, 66.10552977019078, 30.928355663848947, 11.687939775391946, 6.0807134917227375, 13.09879066894219, 6.124657590314627, 2.9173285916751532, 1.3708003404993698, 0.40076955024514616, 0.19482379791084853, 0.07146453286690163, 0.014814029235784823, 0.001701168670509614, 5.639866744051048e-05, 3.840037350413003e-07]"
1000,4,MN (FD),1e-12,13,1063.211921933497,False,0.09709858382120728,"[13927.256647358696, 13918.731254475739, 13871.380780660762, 10440.471191327788, 6868.593522401654, 6416.4618551004205, 2001.0348604068022, 2010.108233268639, 1952.1793944644971, 1715.469041470883, 1227.3274287466309, 921.9030770872838, 1033.229085278279, 1063.211921933497]"
1000,4,TN (FD),1e-12,21,8.580682295878838e-07,True,0.06536745792254806,"[13927.256647358696, 10603.830175326217, 6526.321949147911, 1712.140863253255, 632.9868078891905, 305.29349971862274, 142.04189282204132, 66.09228525907649, 30.925556582284912, 11.689593896135355, 6.078362170286293, 13.110545440807307, 6.193288428116174, 2.9083672414849495, 1.3708529370470846, 0.4032866451938254, 0.1829301912174131, 0.07343800733906004, 0.01944263356363621, 0.002514095726223172, 0.00010512438660058103, 8.580682295878838e-07]"
1000,5,MN (Exact),,20,1.0808549647949613e-07,True,0.1746681248769164,"[14063.36674309681, 14068.628150633664, 14053.156902851717, 10648.200734464735, 6846.678182722208, 4105.688515849502, 4118.423427749564, 862.7144210799031, 400.69556381454646, 390.8413749501188, 379.6282223226597, 196.84113709375828, 200.23487602344244, 85.26890407813917, 66.88479454455795, 24.103162423896897, 7.6816545709983695, 1.6511628209483298, 0.19400564208198184, 0.00045974592161315494, 1.0808549647949613e-07]"
1000,5,TN (Exact),,21,7.095778631373082e-06,True,0.056796582881361246,"[14063.36674309681, 12241.714912334492, 9898.13813588109, 9793.686391844214, 7032.207338376458, 2957.5307225974984, 1279.0142232596559, 390.5111359688593, 153.0609494499729, 73.80912081465627, 30.48608315129463, 14.975634216080799, 6.82785842359622, 3.318401863480848, 1.4513957866525975, 0.5501427719182967, 0.24551257373554414, 0.10669352331474306, 0.03476618440772804, 0.006011271342403896, 0.0004014521883944606, 7.095778631373082e-06]"
1000,5,MN (FD),0.0001,20,1.7123547129113774e-07,True,0.17506045894697309,"[14063.36674309681, 14068.628150635153, 14053.156871063416, 10648.199653858019, 6849.336428305351, 4093.798800670961, 4102.2871982737215, 844.1196285086193, 399.3218405205741, 389.82897060629017, 380.80968249133, 378.9270604807957, 368.685647478794, 126.76432613466304, 124.85501910501625, 38.08857802172736, 30.328467087778094, 12.326374550666374, 1.1128176829196212, 0.014929816825989173, 1.7123547129113774e-07]"
1000,5,TN (FD),0.0001,21,7.112504563970746e-06,True,0.05679487530142069,"[14063.36674309681, 12241.714933445139, 9898.138317528248, 9793.686938449158, 7032.208794074409, 2957.526613533697, 1279.0245336311516, 390.51572467717193, 153.06052688528482, 73.81009585310426, 30.48587173625708, 14.975669106141824, 6.828199839166626, 3.31846812252377, 1.451484840842344, 0.5501240047526595, 0.245503811855021, 0.10671613831695671, 0.034766440681767735, 0.006012484048000983, 0.00040123455441567856, 7.112504563970746e-06]"
1000,5,MN (FD),1e-08,22,8.906837737527019e-07,True,0.2360074589960277,"[14063.36674309681, 14068.628150961007, 14053.154529241026, 10648.153923145781, 6838.525938239815, 4088.9486124743567, 4096.631641625446, 4061.4304511464493, 829.7994479086868, 394.600293646628, 385.8854174447916, 379.90487984269384, 184.87783182928933, 184.6616594424518, 98.577322926178, 80.2248734382524, 43.26576213619132, 39.08962416995291, 3.820813462209926, 2.7217766167078863, 1.0717439095148198, 0.03835404425940164, 8.906837737527019e-07]"
1000,5,TN (FD),1e-08,21,7.322044995727631e-06,True,0.07284679170697927,"[14063.36674309681, 12241.714889686373, 9898.137911621836, 9793.685876739995, 7032.205951270498, 2957.536456759588, 1279.0007159605825, 390.5049702902261, 153.06150225091525, 73.80780402587096, 30.486369316776802, 14.97558819761568, 6.827415810847797, 3.3183098754993097, 1.4512752150705215, 0.550168610682546, 0.24552452252612228, 0.10666284474016273, 0.03476584878122797, 0.006009629419554534, 0.000401740876764679, 7.322044995727631e-06]"
1000,5,MN (FD),1e-12,16,244.4982540054222,False,0.11448191711679101,"[14063.36674309681, 14068.627852926587, 14053.010785341909, 10625.776174427465, 6867.413807192388, 4250.7787197734015, 4215.784428615862, 1582.4023212577958, 1354.1389607225638, 1352.745932414595, 1599.6223677190915, 1050.381135862631, 1106.5982079338924, 1502.128321939531, 1246.79401027166, 272.9768167662955, 244.4982540054222]"
1000,5,TN (FD),1e-12,21,5.806943233851625e-07,True,0.05716308392584324,"[14063.36674309681, 12241.837227041002, 9898.863548059506, 9794.47048423102, 7032.915191893341, 2946.3742460099106, 1308.908573789234, 402.5668194402295, 151.21596040712976, 77.92466682094982, 30.932419769834567, 14.969609551578802, 6.5699409715928265, 3.15418445233156, 1.2063193979126416, 0.48658967913180884, 0.21654581497805458, 0.07589164019406085, 0.01965828580412214, 0.002033381859748254, 8.035920621005344e-05, 5.806943233851625e-07]"
10000,0,MN (Exact),,0,485889.98354022665,False,0.0003548748791217804,[485889.98354022665]
10000,0,TN (Exact),,25,9.30129807515129e-06,True,0.533392459154129,"[485889.98354022665, 350066.8832844981, 157171.20634850336, 34425.08243572816, 13655.250426056647, 6059.138269113672, 2843.0122249971187, 1380.4770919133546, 683.9753516294081, 309.7931669647261, 116.0069125946481, 48.83068810710813, 24.11608309160724, 11.98332525759369, 5.5940934694999305, 2.6946091617806944, 1.3387612932901307, 0.6279212835581955, 0.24858464118444343, 0.11859640925006411, 0.037513706785672674, 0.007118013455380481, 0.0005977944959117491, 1.4173395778819299e-05, 1.0630053889968864e-05, 9.30129807515129e-06]"
10000,0,MN (FD),0.0001,0,485889.98354022665,False,0.00041850004345178604,[485889.98354022665]
10000,0,TN (FD),0.0001,24,5.149837804706601e-08,True,0.4793696659617126,"[485889.98354022665, 350066.8842559868, 157171.2087469121, 34425.08268732981, 13655.2503811537, 6059.138218509617, 2843.012225190677, 1380.4771078069646, 683.9753444426046, 309.7931663572544, 116.00691085911208, 48.83068703743409, 24.116083167900094, 11.983325400101121, 5.617234546720073, 2.694746458684349, 1.3381513179619184, 0.627551852039321, 0.2483867567917372, 0.11864410875616462, 0.03790246337165987, 0.007373739806141125, 0.0006290765580709059, 1.4354364207431099e-05, 5.149837804706601e-08]"
10000,0,MN (FD),1e-08,0,485889.98354022665,False,0.0004705418832600117,[485889.98354022665]
10000,0,TN (FD),1e-08,24,5.954516861611065e-08,True,0.48170987516641617,"[485889.98354022665, 350066.8899235673, 157171.2160048198, 34425.082853377564, 13655.250207267874, 6059.138080372816, 2843.012228675988, 1380.4771269651865, 683.975340970615, 309.7931671634045, 116.0069079874402, 48.830686857030656, 24.116082697209162, 11.983325777037413, 5.620365189188859, 2.69476599517084, 1.3380696902954121, 0.6275005729512433, 0.26353941801332775, 0.12580380227973556, 0.04195442832571236, 0.007441720713496118, 0.0006232866581425828, 1.5406950480592928e-05, 5.954516861611065e-08]"
10000,0,MN (FD),1e-12,0,485889.98354022665,False,0.0002820831723511219,[485889.98354022665]
10000,0,TN (FD),1e-12,25,3.3326262290076664e-08,True,0.5942739159800112,"[485889.98354022665, 350047.205510704, 157138.9824876268, 34425.30585085805, 13656.833668346673, 6059.264570144413, 2842.9436438726666, 1380.190540433236, 684.0487400189209, 309.83404307413394, 116.01889336773046, 48.84608959362865, 24.121019955257584, 11.981589921848796, 5.594117149705321, 2.6945606212426694, 1.3395924155424321, 0.6276258637622305, 0.24763369480198288, 0.11845090996352677, 0.03741953574641991, 0.007099132680776952, 0.0005962090703431605, 1.4218491159696393e-05, 1.066387744228418e-05, 3.3326262290076664e-08]"
10000,1,MN (Exact),,0,444017.87261622195,False,0.0005752500146627426,[444017.87261622195]
10000,1,TN (Exact),,30,8.338974337429399e-07,True,0.3544070413336158,"[444017.87261622195, 388997.9635350148, 291163.8587178286, 227707.89886864153, 169825.93104609303, 76332.33669997909, 53567.49606210773, 26571.73682434676, 26550.360332507007, 18654.759702457097, 10064.828893260921, 3326.3271494537103, 1196.9948354010182, 551.3971088511355, 249.05059125684195, 123.05014877350358, 49.290917321893936, 22.06281052009587, 41.29511973750146, 20.0539276658305, 9.283258901145224, 4.486437269564301, 1.8315452284830172, 0.8197885064296395, 0.40807780911811947, 0.17624768217990555, 0.06922224974407064, 0.017616432403807246, 0.0020097446077253747, 8.990328594783965e-05, 8.338974337429399e-07]"
10000,1,MN (FD),0.0001,0,444017.87261622195,False,0.0004748748615384102,[444017.87261622195]
10000,1,TN (FD),0.0001,30,3.397791906664553e-07,True,0.5157222501002252,"[444017.87261622195, 388997.9642246893, 291163.86393344577, 227707.91198040554, 169825.93525245716, 76332.34671384617, 53567.44932469351, 26571.838405052942, 26550.77625693869, 18654.49165482192, 10064.369776351421, 3326.219262852001, 1196.991616752478, 551.391524670884, 249.05654908632195, 123.04860865627668, 49.29093741584213, 22.062657463211675, 41.369845468262284, 20.06849606489691, 9.272676639134366, 4.503460688776851, 1.8404718051419129, 0.8324567367600623, 0.36469576469204223, 0.16223811718388695, 0.05803135987848318, 0.013189774884794003, 0.0014827843981400327, 5.292349794199053e-05, 3.397791906664553e-07]"
10000,1,MN (FD),1e-08,0,444017.87261622195,False,0.0005790409632027149,[444017.87261622195]
10000,1,TN (FD),1e-08,30,3.834880691293008e-07,True,0.5649965000338852,"[444017.87261622195, 388997.9627679967, 291163.8534065599, 227707.88586875258, 169825.92790882057, 76332.32648397528, 53567.55727229654, 26571.62001026398, 26549.833582694635, 18655.05339408037, 10065.372379387674, 3326.4562186219046, 1196.9990363897216, 551.4034690004224, 249.04338038864006, 123.0520561846209, 49.29090187421177, 22.062958140176317, 41.205418629216716, 20.03669919390514, 9.252080127602293, 4.466765966799488, 1.8192186468554834, 0.903502372026026, 0.39290906364090056, 0.16892191068572787, 0.06477097639777334, 0.014176371312664025, 0.0015786282134773707, 5.6021212209282554e-05, 3.834880691293008e-07]"
10000,1,MN (FD),1e-12,0,444017.87261622195,False,0.0005889162421226501,[444017.87261622195]
10000,1,TN (FD),1e-12,33,4.7026056989292394e-08,True,0.5442411666736007,"[444017.87261622195, 388996.0971128896, 291145.7424758704, 227649.66344077693, 169830.71766548252, 76339.62405899781, 53688.226660834334, 26248.457728144265, 25346.026574123272, 18922.11897509367, 12112.255815077326, 7918.339292111545, 3441.6403241219027, 1611.4042623029409, 729.8597032009034, 335.69905555210084, 152.62372121766288, 75.95119293126143, 37.83779055836816, 21.200276975584586, 58.07609573142438, 26.398214762954744, 11.871666346511896, 5.904541130522235, 2.831258987269237, 1.2430436344912763, 0.5201589361237716, 0.24834764605133544, 0.12031068465952002, 0.038719807753865666, 0.007075718239453882, 0.0005819007003937882, 1.3535704577267342e-05, 4.7026056989292394e-08]"
10000,2,MN (Exact),,0,442533.7036792358,False,0.000476333312690258,[442533.7036792358]
10000,2,TN (Exact),,30,3.894204592676218e-06,True,0.28347162529826164,"[442533.7036792358, 386397.54359375883, 282206.9941944508, 185516.21867585357, 197504.61467095657, 96750.34276010878, 55788.803102455546, 40416.10255081167, 15191.13991285881, 12256.437758691796, 16023.41649090101, 14420.384162588758, 4555.1360142090625, 2077.8462333801817, 788.2404213161038, 347.05584137404327, 161.1444644722456, 76.7605783243354, 36.720394805221645, 17.415729565619543, 8.54394216719443, 4.168070611152206, 2.057927667862258, 1.0000696198544126, 0.4874038713956812, 0.22564600969621132, 0.09953606369970346, 0.029922280162616926, 0.00463446796274628, 0.00025367580289570524, 3.894204592676218e-06]"
10000,2,MN (FD),0.0001,0,442533.7036792358,False,0.0006006667390465736,[442533.7036792358]
10000,2,TN (FD),0.0001,30,1.456642543496432e-07,True,0.46231524972245097,"[442533.7036792358, 386397.5442824595, 282206.9982415911, 185516.23242314885, 197504.61964929572, 96750.32317028132, 55788.775177738586, 40416.168708811914, 15191.305236920754, 12257.424199273066, 16024.824100310298, 14277.402297628743, 4542.887838393488, 2074.411537817755, 781.9130674198324, 347.43673488583715, 163.81122935795267, 76.7744530448602, 36.218360230145265, 17.702991830686955, 8.523189037702071, 4.040883688094258, 1.7423027499013846, 0.7550895597369663, 0.3249912243215361, 0.1474072823131492, 0.05394588570543002, 0.010666684130728932, 0.0010430289432634713, 2.8738082099884764e-05, 1.456642543496432e-07]"
10000,2,MN (FD),1e-08,0,442533.7036792358,False,0.00048066722229123116,[442533.7036792358]
10000,2,TN (FD),1e-08,34,1.217613242718742e-05,False,0.9369004997424781,"[442533.7036792358, 386397.5427791737, 282206.98996696045, 185516.20287001753, 197504.60817510763, 96750.35525329717, 55788.842062019, 40416.04915787376, 15190.994732414532, 12255.530932390611, 16022.135673133891, 14553.525474224947, 4568.296185096355, 2081.66097391029, 792.7137153358515, 346.50286533032425, 160.61315436296485, 76.80355591734683, 39.09218650567032, 19.408291605585784, 9.227309225485683, 4.503094145518431, 2.17990579099328, 1.0678543629468824, 0.5201560861952241, 0.2581113704725221, 0.12282925265658087, 0.03911203345877337, 0.007262482312341785, 0.0005699804728265799, 1.232318675454334e-05, 1.227504891110542e-05, 1.2179151074623473e-05, 1.2176177019266395e-05, 1.217613242718742e-05]"
10000,2,MN (FD),1e-12,0,442533.7036792358,False,0.0005876249633729458,[442533.7036792358]
10000,2,TN (FD),1e-12,30,1.954255619903423e-06,True,0.5578299169428647,"[442533.7036792358, 386398.0639818271, 282213.2022592982, 185541.27600283962, 197562.91918212594, 96800.54362164576, 55566.12797798718, 40429.20565991657, 15755.312822246397, 14910.025759168988, 18451.679777417405, 10454.129698450628, 2948.1159087008455, 1314.3759085083652, 566.4668299783112, 258.3419936732362, 123.96215696775099, 59.597579295565446, 26.24680380484809, 14.684340379973955, 8.170792749089674, 3.779861682798265, 1.7790356374302905, 0.8866510116954579, 0.3941843555956085, 0.19658639950757875, 0.07960016959954581, 0.02112826858805606, 0.0029826380586316197, 0.0001598494766734021, 1.954255619903423e-06]"
10000,3,MN (Exact),,0,445479.0502808698,False,0.000593625009059906,[445479.0502808698]
10000,3,TN (Exact),,30,7.316019365908363e-08,True,0.3559698327444494,"[445479.0502808698, 384524.58582278393, 320364.4213170252, 350235.0306624868, 353691.0029006882, 285266.574836173, 96610.25787381118, 13648.56004293765, 12811.968236305494, 18067.750873828456, 4065.309344259587, 1928.7253863274145, 833.4782698947197, 402.33527558335834, 181.96491841852884, 79.93989036019008, 38.87948231407916, 61.14154762285247, 30.3998002342802, 13.52059374995908, 5.681825186815796, 2.7382684461439983, 1.2681103206075008, 0.63082263592813, 0.28472196705035785, 0.13794461031973063, 0.042571088318489804, 0.008288243045547266, 0.0006865947938075158, 1.798872344120641e-05, 7.316019365908363e-08]"
10000,3,MN (FD),0.0001,0,445479.0502808698,False,0.0004930826835334301,[445479.0502808698]
10000,3,TN (FD),0.0001,32,5.003208572000231e-05,False,0.7580903330817819,"[445479.0502808698, 384524.5865162828, 320364.43431936536, 350235.0379013597, 353691.0483147348, 285266.6992917606, 96610.39516428729, 13648.385704601958, 12810.021587127154, 18078.031678121915, 4067.575579904864, 1928.7314024672173, 833.2644222602478, 402.3691723876535, 181.9619251868731, 79.92036474850568, 38.87357827693395, 61.083296319094515, 30.37678398479729, 13.525250578921213, 5.686078457030692, 2.7351364200685326, 1.2692880780099542, 0.6316685553826435, 0.30031924839106444, 0.14644646882510293, 0.05597703601446439, 0.013239755722272649, 0.0014010150292321725, 5.0058141392689875e-05, 5.003370001330024e-05, 5.003217483969032e-05, 5.003208572000231e-05]"
10000,3,MN (FD),1e-08,0,445479.0502808698,False,0.000476582907140255,[445479.0502808698]
10000,3,TN (FD),1e-08,30,5.996417600166921e-08,True,0.5032560001127422,"[445479.0502808698, 384524.5850745825, 320364.40683626174, 350235.0268212092, 353690.97071096406, 285266.5374239562, 96610.256925657, 13648.756613315682, 12814.519870029199, 18054.197296992, 4062.4379554104703, 1928.7120931987743, 833.7448486111965, 402.2771625189016, 181.97641006102324, 79.96481332867823, 38.88733688379233, 61.22709686591886, 30.432674927118484, 13.515568316543504, 5.702547172551405, 2.844467235105516, 1.2583197750571655, 0.59540018993295, 0.253540722768782, 0.125667641006768, 0.040708333728314575, 0.008051920795337866, 0.0006565605728043837, 1.5818392567923898e-05, 5.996417600166921e-08]"
10000,3,MN (FD),1e-12,0,445479.0502808698,False,0.0005724160000681877,[445479.0502808698]
10000,3,TN (FD),1e-12,29,1.129973546766486e-06,True,0.44100816594436765,"[445479.0502808698, 384520.9998929019, 320323.0256614212, 350172.0757990869, 353298.184987464, 283795.9642607367, 94957.49227337055, 15382.806446573906, 19540.78263716065, 6510.267334861137, 2688.384827427276, 1285.6201010817992, 527.3290171791795, 252.9713931732939, 114.41907112876198, 51.586310477460465, 24.129416627967704, 42.613694487800714, 20.685057011428558, 7.450706561206646, 3.4413528828326054, 1.6609580071829284, 0.7839507475059512, 0.3742807270652668, 0.18649003625050323, 0.07615566685276164, 0.0186359011603873, 0.0023844083512045322, 0.00011449278129393584, 1.129973546766486e-06]"
10000,4,MN (Exact),,0,445411.5891617854,False,0.0005580838769674301,[445411.5891617854]
10000,4,TN (Exact),,32,1.2846661550051085e-05,False,0.816358583047986,"[445411.5891617854, 394614.2006361774, 296690.48870484123, 276577.46895697544, 125386.59302858912, 18144.748622284827, 8003.646015360955, 3563.82521881321, 1609.1216616679437, 671.3285868259885, 268.44594197986976, 106.22585647879704, 124.55191473619126, 61.05790128351741, 30.50536417389673, 14.606396814163297, 6.7005456026410055, 3.0707700462560252, 1.4662216100264112, 0.7231451667158341, 0.3198459294471489, 0.14670091920860323, 0.05124473575302838, 0.011257026463489311, 0.001188274734663944, 3.4275626802896756e-05, 1.7138100496539673e-05, 1.2853587081302703e-05, 1.2853194825005345e-05, 1.2853145794461804e-05, 1.2846869827135351e-05, 1.2846673801374322e-05, 1.2846661550051085e-05]"
10000,4,MN (FD),0.0001,0,445411.5891617854,False,0.0004810001701116562,[445411.5891617854]
